"NOS 19350","CLOCK NOS GAUGE STYLE","TOY",79.98,"Y",
"NZGN2166","FRONT COVER GKT FORD 429-460","GASKETS",7.98,"Y",
"RPCR9139","CARB SPACER SQ BORE 1/2in PHENOLIC OPEN","AIR",31.09,"Y",
"MP-3130","CLOCK POWER SUPPLY","ACCESSORY",35.54,"Y",
"QA15074","SHOCK QA1 STEEL 7in 4","STEERING",159.98,"Y",
"NZGN1062","DIFF GKT FORD 7in ESCORT/CORTINA","GASKETS",14.2,"Y",
"JX 700","TRANS FILTER TH700 82-87 USA","TRANS",34.22,"Y",
"OBXRCT003C","BREATHER BOTTLE OIL","ACCESSORY",133.29,"Y",
"OC-FB","OIL CAP FORD/MAZDA BLUE SIMOTA","MISC",17.76,"Y",
"NZHR","MAGAZINE NZ HOT ROD","BOOKS",7.56,"Y",
"NZR","MAGAZINE NZ RODDER","BOOKS",6.22,"Y",
"OBXFE02C","FIRE EXTINGUISHER POWDER TYPE SMALL","CLOTHING",66.62,"Y",
"NZD","MAGAZINE NZ DRIVER","BOOKS",7.96,"Y",
"WHISTLES","CARB WHISTLES LONG","AIR",8.87,"y",
"NULONESL","ENGINE STOP LEAK","CHEMICALS",10,"Y",
"AUM 3301","GAUGE BOOST 2in MINI SPORT","ACCESSORY",151.07,"Y",
"NULONG70-125","GEARBOX & DIFF TREATMENT","CHEMICALS",9.73,"Y",
"MS31","MINI SPOOL 31 SPL FORD 9in use ALL68122","DIFF",114.67,"Y",
"NZG N599","FRONT COVER SET CHEV SB","GASKETS",8.87,"Y",
"NZG WPB13","WATER PUMP GKT FORD 302-351C","GASKETS",5.32,"Y",
"NZG B532","SUMP SEAL CHEV SB 75on FRT THICK","MISC",7.09,"Y",
"NZG HN040","REAR MAIN SEAL CHEV SB 350 2 pce SILICONE","MISC",22.03,"Y",
"NZG JR129","FRONT COVER GKT FORD 289-351w","GASKETS",6.2,"Y",
1662,"STICKER MR PERF FSBE19","ACCESSORY",2.65,"Y",
"NGKBUR9EQ","NGK BUR9EQ","IGNITION",24.85,"Y",
"NGKBUZHW2","NGK BUZHW-2","IGNITION",19.11,"Y",
"MP3021","POWERPACK 240V to 16V ac 1.25A","TOOLS",34.65,"Y",
"NGKBUR5EB11","NGK BUR5EB-11","IGNITION",4.4,"Y",
"OC-HB","OIL CAP HONDA BLUE SIMOTA","MISC",17.76,"Y",
"CS10SMC1","HELMET BLACK/RED SML HJC","CLOTHING",177.73,"Y",
"PE102R","FROST PLUG KIT CHEV BB STEEL","MISC",13.29,"Y",
"NGKR5673-9","NGK R5673-9","IGNITION",6.2,"Y",
"COM7472-16","PUSHRODS FORD 351w 5/16in 8.144in long","MISC",208.87,"Y",
"NGKCM6","NGK CM6","IGNITION",12.85,"Y",
"NGKCR9E","NGK CR9E","IGNITION",13.78,"Y",
"NGKBPR6EY","NGK BPR6EY","IGNITION",4.4,"Y",
"MH0001","HORN BUTTON MOMO ASST","STEERING",35.54,"Y",
"MSD8207","COIL MSD BLASTER SS","IGNITION",122.65,"Y",
"RPCR7120","DRIVESHAFT LOOP UNIVERSAL","DIFF",62.2,"Y","Recommended for all vehicles regardless of horsepower level, designed to help contain the driveshaft in the event of a front U-joint failure, keeping it from digging into the ground and possibly flipping the vehicle. 
Designed to mount to the floor pan with four fasteners per side offering increased strength over competitor's loops that have only two per side. Simple bolt together design allows easier installation over one-piece loops. Manufactured from CNC formed 1/4in(6mm) thick, 1-3/4in(45mm) wide zinc plated mild steel."
"CA1951","KICKDOWN CABLE TH350","TRANS",57.76,"Y",
"ALL26134","OIL PUMP SCREEN CHEV SB use w/OVAL","MISC",33.76,"Y",
"NGKBUHW2","NGK BUHW-2","IGNITION",6.45,"Y",
"80987K","BATTERY MAIN SWITCH KEY for 80987","ELECTRICAL",8.87,"Y",
"NGKBR8EVX","NGK BR8EVX","IGNITION",17.73,"Y",
"QA1 KMXR10","ROD END ALL/STE RHM 5/8x5/8 NYLON","STEERING",32.87,"Y",
"NGKBRE527Y11","NGK BRE527Y-11","IGNITION",4.88,"Y",
"NGKR7232-9","NGK R7232-9 R5400-9","IGNITION",70.2,"Y",
"EDE8089","BANJO & BOLT 5/8-20 EDELBROCK","HOSE",31.98,"Y",
"NGKPFR5A11","NGK PFR5A-11","IGNITION",27.95,"Y",
"ULT40032","DRIVING SUIT 1 LAYER JNR LGE RED","CLOTHING",248.87,"Y","Ultrashield's single layer one piece SFI driving suits are made from flame retardant NOMEX® with brass zippers. Suits have classic features including shoulder epaulettes, color matched cuffs, the Straight Leg Cuff and side seam pockets."
"NGKR5673-8","NGK R5673-8","IGNITION",6.2,"Y",
"GR1173","HOSE END -10 90deg for PUSH FIT HOSE","HOSE",35.54,"Y",
"FEL1207","INTAKE SET CHEV SB 1.38in x 2.28in","GASKETS",49.56,"Y",
"NO N413","HELMET OPENFACE CLASSIC GOLD","CLOTHING",310.22,"Y",
"GFR4099SBK","GLOVES 1 LAYER SML BLACK G-FORCE","CLOTHING",87.98,"Y",
"NGKZFR6F-11","NGK ZFR6F-11","IGNITION",7.07,"Y",
"NGKZGR5B11","NGK ZGR5B-11","IGNITION",4.89,"Y",
"ANTI-3.78","ANTI-FREEZE 3.78ltr PEAK","CHEMICALS",26.65,"Y",
"NGKPFR6B11","NGK PFR6B-11","IGNITION",24,"Y",
"NGKDP9EA9","NGK DP9EA-9","IGNITION",4.4,"Y",
"IS-72","OIL PUMP DRIVE CHRYSLER 273-360","MISC",82.61,"Y",
"NGKL8A","NGK L8A","IGNITION",4.4,"Y",
"QA1 COM8T","SPHERICAL BRG 1/2IDx1in ODx25/64W","STEERING",23.98,"Y",
"NGKR5671A-9","NGK R5671A-9","IGNITION",4.85,"Y",
"NGKR5673-10","NGK R5673-10","IGNITION",4.89,"Y",
"NGKPFR6J11","NGK PFR6J-11","IGNITION",26.62,"Y",
"NGKR5671A-10","NGK R5671A-10","IGNITION",11.54,"Y",
"S351A","STARTER FORD 2kw WIN/CLEV AUTO 385 ALL SOME FE","ELECTRICAL",422.2,"Y",
"P/BPR34B","PUSHROD CHEV SB (HARDENED)","MISC",4,"Y",
"P/BRP3014","PUSHRODS CHEV BB 3/8 INT","MISC",6.36,"Y",
"P/BRP3103","PUSHRODS CHEV BB 3/8 EXH","MISC",6.36,"Y",
"OUT30-1018-01","SCRUB BAG FOR BREATHERS BLACK","ACCESSORY",16.87,"Y",
"OWPOD","OUTERWEAR FOR POD FILTER","AIR",48.84,"Y",
"RUS640201","ADAPTOR -6m to 9/16-24 BG/HOLLEY SIDE HUNG ea","HOSE",23.98,"Y",
"PA-1","AIR FLOW METER ADAPTOR MITSI","AIR",17.76,"Y",
"108-5","NEEDLE & SEAT WASHER HOLLEY LGE","AIR",0.43,"Y",
"WIL340-1289","PEDAL BRAKE/CLUTCH FLOOR MT 6:1 for sgl cyl","BRAKES",168.87,"Y",
"KIN3715-68","PILL KINSLER INJ 68","AIR",20,"Y",
"P4977","MASTER CYL 3/4in CLUTCH UNI TROJAN","CLUTCH",33.76,"Y",
"P9310","CRUSH WASHER M10x16 COPPER","HOSE",2.65,"Y",
"OUT30-1047-01","SHOCK COVERS 10in SB SPRING BLK PAIR","STEERING",52.43,"Y",
"56469SSP","INTAKE BOLTS CHEV SB S/S ALLEN HEAD POLISHED","MISC",39.98,"Y",
"OUT10-1246-03","OUTERWEAR 14in x 3in W/TOP RED","AIR",54,"Y",
"BS15","BATTERY CABLE STARTER 15in","ELECTRICAL",11.54,"Y",
"OUT10-1294-01","OUTERWEAR MINI SPRINT ITG BLACK","AIR",48,"Y",
"HY359PP","ACC PUMP DIAPHRAM HOLLEY 50cc","AIR",16.87,"Y",
"OUT30-1162-01","SCRUB BAG FOR SPRINTCAR BLACK","ACCESSORY",39.09,"Y",
"OUT30-1165-01","SHOCK COVERS 14in SPRING BLK PAIR","ACCESSORY",52.43,"Y",
"OUT30-1047-03","SHOCK COVERS 10in SB SPRING RED PAIR","STEERING",55.98,"Y",
"OUT30-1143-01","SCRUB BAG FOR DIST","ACCESSORY",29.32,"Y",
"OUT30-1143-03","SCRUB BAG FOR DIST RED","ACCESSORY",31.09,"Y",
"PAP AFE52","AIR FILTER MITSI GALANT SIGMA","AIR",42.18,"Y",
"PAP F57101D","CRATE MOTOR 350 330hp","MISC",5100,"Y",
"DMISRC2930","BRAKE ROTOR MOUNT SPLINED U/LITE AXLE 1 PCE","BRAKES",257.76,"Y","only for use on ultralite axle"
"PAP AFD52","AIR FILTER HONDA ACCORD 12 VALVE","AIR",17.73,"Y",
"PAP AFD58","AIR FILTER FORD LASER MAZDA 323","AIR",19.25,"Y",
"PC1253","DIST CHEV V8 ELECT MECH ADV (needs box)","IGNITION",295.09,"Y",
"GR1092","HOSE END -10 STR RUS610040","HOSE",17.67,"Y",
1464,"DIECAST T-BIRD 60","TOY",62.2,"Y",
"DURCH-8","CAM BRG CHEV SB","BEARINGS",29.32,"Y",
"PBBPB1018ST","BALANCER CHEV 454","MISC",173.33,"Y",
"RT4009WHRV-116","SEAT STK CAR WIDE HEAD REST BEST","ACCESSORY",2200,"Y",
"PAP AFA24","AIR FILTER HOLDEN A24","AIR",12.43,"Y",
"PAP AFC09","AIR FILTER NISSAN C22","AIR",22.18,"Y",
"PA-9","AIR FLOW METER ADAPTOR NISSAN","AIR",17.76,"Y","SENTRA 94-97 B14, HV, CEFIRO 98, PRIMERA 97, MAXIMA"
"PA-N-4","AIR FLOW METER ADAPTOR NISSAN","AIR",17.76,"Y","92-96 PRIMERA, 200SX, ALTIMA 95"
"PAP 728A","OIL FILTER MAZDA Z415 PN DIESEL","MISC",21.81,"Y",
"PAP AFD33","AIR FILTER TOYOTA 2CT","AIR",31.4,"Y",
"RCI3115W","HELMET WHITE MED SA/05 RCI","CLOTHING",495,"Y",
"ARP100-0601","BLOWER STUDS 7/16in 12pt ALLOY","MISC",141.32,"Y","These anodized aluminum studs allow your blower and manifold to separate during a blower explosion to minimize engine damage. The kit also includes 12-point aerospace quality nuts and hardened washers.  2.88"" overall length."
"RPCR9222","DIPSTICK FORD 351W CHROME","MISC",17.76,"Y",
"PAP AFD24","AIR FILTER SUZUKI ST90","AIR",19.88,"Y",
"PAP AFD26","AIR FILTER FORD FALCON 82-88","AIR",15.96,"Y",
"OPGKT-253","OIL PUMP GKT HOLDEN V8","GASKETS",4.4,"Y",
"ALL26835","FLEXPLATE CHEV 13in 153th","MISC",78.2,"Y",
"RCI2050D","FUEL CELL 5gal 13 x13 x8 DRAG W/FOAM","AIR",265.76,"Y",
"OC-N","OIL CAP NISSAN SILVER SIMOTA","MISC",17.76,"Y",
"HY353NS","NEEDLE & SEAT HOLLEY/BG 0.097","AIR",7.82,"Y",
"OP8090","GEAR OIL 80w/90 4ltr OILPRO","OIL",43.54,"Y",
"OUT10-1002-04","OUTERWEAR 14in x 4in YELLOW","AIR",38.2,"Y",
"OUT10-1013-01","OUTERWEAR 3in BREATHER BLK","AIR",23.09,"Y",
"OUT10-1141-01","OUTERWEAR 14in x 3in BLACK","AIR",38,"Y",
"OPTD34/78","BATTERY OPTIMA YELLOW","BATTERY",431.96,"Y",
"OUT10-1002-01","OUTERWEAR 14in x 4in BLACK","AIR",38.2,"Y",
"RED50WT-4","REDLINE 50WT SYN RACE OIL 3.785lt","OIL",93.33,"Y",
"OC-NB","OIL CAP NISSAN BLUE SIMOTA","MISC",17.76,"Y",
"AFC3790L","SHOCK AFCO ALLOY THR 9in LG DBL ADJ w/COILOVER","STEERING",679.98,"Y",
"USB7241-1206","CALIPER D/L WIDE F33i 1.75/.81 ROTOR","BRAKES",275.56,"y",
"SU 6004","BREATHER PUSH ON MILLED ALLOY","ACCESSORY",41.73,"Y",
"OC-HS","OIL CAP HONDA SILVER SIMOTA","MISC",17.76,"Y",
"GR82413","TEE -6m ALLOY","HOSE",22.2,"Y",
"16-81","TRUMPET TUBES SIDE DRAUGHT CARBS","ACCESSORY",79.96,"Y",
"OMEXMOLY-2.5","GREASE 2.5kg MOLYBDENUM","OIL",15.96,"Y",
"AFC20128A","COIL OVER SPRING HAT AFCO ALLOY LARGE BODY","STEERING",47.98,"Y",
"ACDS-8-BLU","BOOTS 8 BLUE CHICANE","CLOTHING",159.98,"Y",
"US1201C","TEAR OFFS 11.5in STRAIGHT","ACCESSORY",7.09,"Y",
"OUT10-1141-02","OUTERWEAR 14in x 3in BLUE","AIR",38,"Y",
"OUT10-1141-03","OUTERWEAR 14in x 3in RED","AIR",38,"Y",
"MPP360","POWER STEER PULLY COVER /  BILLET ALLOY","STEERING",69.33,"Y",
"OUT10-1048-01","OUTERWEAR SPRINTER BLACK","AIR",38,"Y",
"DMISRC0811","BRAKE ROTOR 810th 12in 8 bolt on 7in LW ST SCOLLOP","BRAKES",146.65,"Y",
"BGG240165","POWER VALVE HOLLEY/BG 6.5 ALKY HIGH FLOW","AIR",29.32,"Y",
"OUT10-1246-01","OUTERWEAR 14in x 3in W/TOP BLACK","AIR",54,"Y",
"OUT10-1246-02","OUTERWEAR 14in x 3in W/TOP BLUE","AIR",54,"Y",
"OUT10-1160-01","OUTERWEAR 14in x 6in W/TOP BLACK","AIR",54,"Y",
"OUT10-1160-02","OUTERWEAR 14in x 6in W/TOP BLUE","AIR",54,"Y",
"OUT10-1160-03","OUTERWEAR 14in x 6in W/TOP RED","AIR",54,"Y",
"OUT10-1014-02","OUTERWEAR 14in x 4in W/TOP BLUE","AIR",54,"Y",
"GFB3001","BOOST CONTROLLER ATOMIC SINGLE STAGE RED/BLA/BLU","TURBO",105.76,"Y",
"HUR215S","HEADERS HOLDEN SUNB/TOR 253-308","EXH",443.56,"Y",
"RPCR7758","ALTERNATOR BKT CHEV SB LOW MOUNT SWP","ACCESSORY",62.2,"Y","Chrome low mount Alternator Bracket for Chev Small Block using a short water pump."
"OUT10-1013-04","OUTERWEAR 3in BREATHER YELLOW","AIR",23.09,"Y",
"14 CPFS","CHECKER PLATE SILVER","ACCESSORY",23.1,"Y",
"OUT10-1026-03","OUTERWEAR 14in x 6in RED","AIR",48,"Y",
"OUT10-1026-04","OUTERWEAR 14in x 6in YELLOW","AIR",48,"Y",
"OUT10-1014-04","OUTERWEAR 14in x 4in W/TOP YELLOW","AIR",54,"Y",
"MAINS","MISC MAIN BRGS","BEARINGS",0,"Y",
"NSW","NEEDLE & SEAT WEBBER","AIR",16.88,"Y",
"LON72607","SCALES MATRIX MID RANGE 15in MEMORY","TOOLS",2400,"Y",
"MSD8214","BALLAST RESISTOR 0.8 ohm","ELECTRICAL",16.87,"Y","The MSD ballast resistors are just what you need to connect your MSD coil to your stock points ignition system. Resistance: 0.8 ohms
"
"RT 66183","DIPSTICK CHRYS BB CHROME","MISC",30.2,"Y",
"MSD8201","COIL MSD PRO POWER DRAG RACE","IGNITION",208.87,"Y",
"MSD8202","COIL MSD BLASTER 2","IGNITION",111.09,"Y",
"MSD8261","COIL MSD HVC PRO POWER 2","IGNITION",285.32,"Y","For use with MSD7 or 8"
"MSD8350","DIST FORD 302-351C 429-460 RTR VAC","IGNITION",799.11,"Y",
"MSD8580","DIST FORD 302-351c 429-460","IGNITION",600.87,"Y",
"MSD8222","COIL MSD BLASTER HI-VIBE","IGNITION",151.09,"Y",
"MSD8225","COIL HEI","IGNITION",168.87,"Y",
"TXRSU0010","JACOBS LADDER STRAPS","DIFF",11.54,"Y",
"TJHN","TROLLEY JACK HANDLE NUT","TOOLS",4,"Y",
"MSD6470","IGN AMP MSD 6AL HI VIBE","IGNITION",515.54,"Y",
"LC103","CONDENSER CHRYSLER V8 LUCAS DIST","IGNITION",8.4,"Y",
"MSD34049","IGNITION LEAD RED 8.5mm PER FOOT","IGNITION",4.43,"Y",
"MSD6420","IGN AMP MSD 6AL","IGNITION",495.09,"Y","The MSD 6AL ignition is the ideal choice for street or race. The capacitive discharge produces multiple sparks up to 3500rpm and long duration spark higher ensure complete combustion of the air/fuel mixture to increase power and performance. The soft touch rev limiter will protect your engine from overrevving. Adjustments are easily made with plug-in modules, at your selected rpm, the limiter drops the spark to some of the cylinders, and on the next revolution, those cylinders are fired to prevent fuel fouling. The result is a smooth and accurate rev limiting without backfires.
The Soft Touch Rev Control allows you to add rpm accessories like a two step rev controll
They'll work with almost any 4, 6, or 8-cylinder vehicle with a distributor (Even-fire only on V6).

Operates on 12-18 Volt systems (Minimum Operating Voltage 10 volts).
Rubber shock mounts included.
Modules for 3,000, 6,000, 7,000, and 8,000 rpm included.
Length (in): 8 in.
Height (in): 2.25 in.
Width (in): 4 in."
"MSD8132","TACH ADAPTER MAGNETO UNI","ACCESSORY",105.76,"Y",
"MSD8168","MAG TIMING CONTROL","IGNITION",622.18,"Y",
"GR97102","WELD BUNG -6m ALLOY HEX","HOSE",8.87,"Y",
"MSD6520","IGN AMP MSD 6 DIGITAL","IGNITION",654.2,"Y",
"MSD7230","IGN AMP MSD 7AL-3 PRO DRAG RACE","IGNITION",1269.32,"Y",
"MSD8105","MAG POINTS BOX W/COIL","IGNITION",644.43,"Y",
"MSD8583","DIST GEAR FORD 289-351w BRONZE SUIT DIST8579","IGNITION",105.5,"Y",
"MSD85832","DIST GEAR FORD 289-351w IRON","IGNITION",33.12,"Y",
"MSD8431","DIST CAP CHEV MSD FOR 8570 DIST","IGNITION",50.65,"Y","MSD's Extra Duty distributor caps are designed with performance in mind, ensure that you have the finest distributor cap available by using one of the genuine MSD Extra Duty distributor caps. molded from a high-quality, voltage-insulating material, and use low-resistance terminals for maximum conductivity. 

"
"FRAHPG1","FUEL FILTER ASSY REMOTE","AIR",148.43,"Y",
"ALL80158","SWITCH PANEL BATTERY MAIN","ACCESSORY",77.32,"Y",
"MSD8746","RPM MODULE CHIPS 6-6800","IGNITION",61.32,"Y",
"ULT22032","HARNESS 5pt PULL-DOWN RED LEVER","CLOTHING",151.09,"Y",
"MSD8748","RPM MODULE CHIPS 8-8800","IGNITION",61.32,"Y",
"HLY20-78","ACC PUMP ARM HOLLEY PLASTIC","AIR",11.51,"Y",
"MSD8739","TWO STEP MODULE SELECTOR","ACCESSORY",167.09,"Y",
"MSD8745","RPM MODULE CHIPS 5-5800","IGNITION",71.09,"Y",
"MSD8433","DIST CAP CHEV MSD FOR 85551 DIST","IGNITION",61.32,"Y",
"RCI7801D","NECK BRACE BLACK LGE 360deg","CLOTHING",75.54,"Y",
"42 54106","GAUGE PANEL 2-5/8 DUAL BLK","ACCESSORY",14.2,"Y",
"EDE2750","INTAKE FORD 302-351c 2V PERF 1500-5500 D/P","MISC",489.76,"Y","Edelbrock's Performer dual plane intake 351-2V is designed for street 351 clevelands, and has a rev range of idle-5500 rpm. Manifold will not fit Boss 302 or accept stock Motorcraft spread-bore carb. Valley width measures 6-31/32in. Choke block-off plate included. Recommended intake gasket FEL1240. Port exit dimensions: 1.30in x 1.86in.
"
"MSD83645","HEI MODULE","IGNITION",194.47,"Y",
"SIM1217388","HELMET BLACK MED 7-3/8 SUPER BANDIT","CLOTHING",798.2,"Y"," Extensive wind tunnel and on-track testing enabled Simpson to design-in the most efficient vents and stall strips to reduce lift, for increased cooling. Adjustable intake vents on forehead and air ram ducts on chin for air flow control. 
Standard .125 clear Lexan shield opens with thumb tab; detents hold shield in desired open position. 
Optional Smoked, Polarized and High Resol Amber shields available separately. 
Lightweight high gloss aerodynamic shell with SAT feature T-38. 
Exclusive impact absorbing one-piece EPS liner. 
Adjustable tear-offs. 
SB Y with nylon liner meets Snell M standards. 
SB N with Nomex® liner meets Snell SA standards.  
"
"MSD8534","DIST CHRY 273-360 BILLET (needs 6al etc to run)","IGNITION",474.65,"Y",
"MSD85551","DIST CHEV V8 PRO BILLET","IGNITION",569.76,"Y",
"MSD8464","ADVANCE CURVE KIT CHEV","IGNITION",32.87,"Y",
"MSD8467","ROTOR CHEV V8 FOR 85551 DIST","IGNITION",15.98,"Y",
"MSD8471","DIST GEAR CHEV V8 .500in BRONZE FOR STEEL CAM","IGNITION",111.09,"Y",
"EDE60739","HEAD CHEV SB PERF RPM 70cc EACH","MISC",1085.32,"Y","Edelbrock's Performer RPM Chevy small block Alloy heads are designed for 302, 327, 350 and 400 c.i.d. engines up to 1986. The 64cc combustion chambers improve performance and retain stock compression ratio on 1970 and earlier small-blocks.
Chamber Size 70cc
Intake Port Size 170cc
Valve Sizes 2.02in intake & 1.60in exhaust
straight plug, 3/8 rocker studs"
"SI1476H-020","PISTONS CHEV 350 HYP DISH","MISC",269,"Y",
"MS829H-STD","MAINS CHEV 396-454 RACE","BEARINGS",141.32,"Y",
"MS429","MAINS CHEV 283-327 SMALL JOURNAL","BEARINGS",0,"Y",
"MS829-010","MAINS CHEV 396-454","BEARINGS",70.2,"Y",
"MS829-020","MAINS CHEV 396-454","BEARINGS",64.87,"Y",
"MS877-030","MAINS CHRY","BEARINGS",132.4,"Y",
"MS877P-10","MAINS CHRY 383-413-440","BEARINGS",128.89,"Y",
"MSD","MISC MSD PRODUCTS","IGNITION",0,"Y",
"SS18","CABLE STARTER SOLENOID 18in","ELECTRICAL",7.09,"Y",
"FEL1266","INTAKE SET CHEV SB 1.34in x 2.21in 125th thick","GASKETS",78.2,"Y",
"MS876-020","MAINS CHRY 361,383,400","BEARINGS",123.18,"Y",
"MS481","MAINS CHRY 440","BEARINGS",0,"Y",
"SPM","SPARK PLUG MISC NGK BOSCH CHAMPION","MISC",0,"Y",
"HYP59","TUBE CAP ASST","FUEL",14.2,"Y",
"MS3781-STD","MAINS HOLDEN 186","BEARINGS",58.55,"Y","MAIN BEARINGS HOLDEN 186 (STD)"
"VHT SP735","VHT BRAKE CALIPER ALUMINIUM","ACCESSORY",17.76,"Y",
"MS590-020","MAINS FORD 221-302w","BEARINGS",70.2,"Y",
"QA110CS300","SPRING 10in 2.5in ID 300lb CHROME","STEERING",118,"Y",
"MS829","MAINS CHEV 396-454","BEARINGS",0,"Y",
"228N70","TAIL TANK CAP O RING / SPRINT","GASKETS",3.54,"Y",
"MS590","MAINS FORD 221-302w","BEARINGS",0,"Y",
"MS590-010","MAINS FORD 221-302w","BEARINGS",64.84,"Y",
"PAP AFD47","AIR FILTER FORD XF EFI","AIR",24.62,"Y",
"ULT32051","DRIVING SUIT 2 LAYER XXL BLACK ULTRA SHEILD","CLOTHING",550.2,"Y","A NOMEX® Double Layer SFI 3.2A/5 Driving Suits with 360º shoulder Gussets for added comfort. Shoulder epauletts are double stitched for added strength and feature color matched stitching in this very affordable suit."
"MS909-030","MAINS CHEV 305,350","BEARINGS",53.29,"Y",
"QA1XML8","ROD END MOLY LHM 1/2x1/2 KEV/TEF","STEERING",25.76,"Y",
"MSA2357-STD","MAINS HOLDEN 253-308 304","BEARINGS",62.18,"Y",
"MSD31579","LEAD SET 8.5mm V8 90deg CHEV PRO MAG","LEADS",222.2,"Y",
"MSD3301","PLUG BOOT KIT MULTIANGLE EACH","IGNITION",6.2,"Y",
"MSD3311","PLUG BOOT 90deg 2/CARD","IGNITION",11.54,"Y",
"BHM","MISC BRAKE HOSE","BRAKES",0,"Y","EUROMARKETING FOR ROAD LEGAL HOSES ONLY
PIONEER - GOODRIDGE"
"MSD31199","LEAD SET 8.5mm STR(MULTI) HEI & STD","LEADS",218.65,"Y","MSD's 8.5mm Super Conductor universal V8 red ignition lead sets have a special helically wound core that has just 40-50 ohms of resistance per foot, but with an RFI suppression equal to a 1,500 ohm wire. A tough 8.5mm synthetic/silicone jacket over an extra-heavy glass braid and dielectric insulator keeps the current guided to the plugs. Underneath the high-temperature multi-angle plug boots, dual crimp stainless steel terminals feature snap-locks to ensure a secure fit.
"
"ULT22003VSL","HARNESS 5pt BLUE LEVER PULL DOWN W/STERNUM STRP","CLOTHING",222.2,"Y",
"SCH1025LDN","HEADERS CHEV SB SPRINTER 1-7/8in","EXH",549,"Y",
"MS909-STD","MAINS CHEV 305,350","BEARINGS",58.65,"Y",
"RS702","STARTER CHEV 1.4kw PRO","MISC",369.73,"Y",
"MS909-010FM","MAINS CHEV 262-350 FEDERAL MOGUL","BEARINGS",51.51,"Y",
"MS909-020","MAINS CHEV 305,350","BEARINGS",43.54,"Y",
"MS981","MAINS FORD 351w 400MTO 77","BEARINGS",0,"Y",
"MSA2357","MAINS HOLDEN 253-308 304","BEARINGS",61.25,"Y",
"S5PCAM","HARNESS 5pt PULL-DOWN CAM LOC SILVESTER","CLOTHING",269.32,"Y",
"MS909-STDFM","MAINS CHEV 262-350 FEDERAL MOGUL","BEARINGS",48.84,"Y",
"44 1529","BONNET PINS R-CLIP","ACCESSORY",16.85,"Y",
"MS909H-STD","MAINS CHEV 350 HIGH PERF","BEARINGS",159.09,"Y",
"NGKBKR5EYA11","NGK BKR5EYA-11","IGNITION",4.4,"Y",
"NGKBKR6E","NGK BKR6E","IGNITION",4.43,"Y",
"AAGF75","ROTOR FORD V8","IGNITION",6.53,"Y",
"233911SS","TACHO 5in W/SHIFT LIGHT SILVER","ACCESSORY",177.76,"Y",
"607 STA","RETAINERS ISKY SUIT8005A  B/B GRUNTA SPRING","MISC",115.83,"Y",
"VHT SP115A","VHT FLAMEPROOF CLEAR","CHEMICALS",16.71,"Y",
"MUD11022","MUDDOFF 1qrt BOTTLE","CHEMICALS",23.98,"Y",
"NGKBKR7EKCN11","NGK BKR7EKC-N-11","IGNITION",11.51,"Y",
"NGKBPR5EFS13","NGK BPR5EFS-13","IGNITION",4.4,"Y","FORD FALCON BA 5.4L ( BOSS 260 )  8Cyl,. XR8, 2001 TO 2003 on TR55IX ( Iridium Option ). Cross refernce to CHAMPION RS12YC6."
"NGKBKR6EIX","NGK BKR6EIX","IGNITION",20.4,"Y",
"NGKBKR6EP11","NGK BKR6EP-11","IGNITION",18.95,"Y",
"NGKBKR6ES11","NGK BKR6ES-11","IGNITION",4,"Y",
